year,ADID,CreativeUrl,Currency.Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions..Included.,Regions..Excluded.,Electoral.Districts..Included.,Electoral.Districts..Excluded.,Radius.Targeting..Included.,Radius.Targeting..Excluded.,Metros..Included.,Metros..Excluded.,Postal.Codes..Included.,Postal.Codes..Excluded.,Location.Categories..Included.,Location.Categories..Excluded.,Interests,OsType,Segments,Language,AdvancedDemographics,Targeting.Connection.Type,Targeting.Carrier..ISP.,CreativeProperties,id,text
2020,57e4314e1fe650ee36d3a193f2b697b4eec165797dcb152ccafa1b1420f8deb0,https://www.snap.com/political-ads/asset/b9774e7f11e0b2e5976bc29237e6cc011278c40c8b3eca6b2f8a619c6f5c9369?mediaType=png,USD,10,1859,2020/11/27 17:44:56Z,2021/02/01 07:59:59Z,"Search for Businesses, LLC",US,,The Outrage,,,,,FEMALE,25+,united states,,,,,,,,,,,,,Women's Fashion Shoppers,,Provided by Advertiser,en,,,,web_view_url:https://www.the-outrage.com/collections/under-50?utm_source=snapchat&utm_campaign={{campaign.name}}&utm_content={{creative.headline}},2904,THE OUTRAGE Swipe up to shop holiday gifts for $ 50 and under ! WOMEN BELONG IN ALL PLACES WHERE DECISIONS ARE BEING MADE
2024,0453202d36b5c86d8926b3173cfafae7da9963756bc25d39079f40212f095f18,https://www.snap.com/political-ads/asset/de20360d40c6b0f48073297ba960a78eb4b747513e6e8654dc97c6fbb4d6a54b?mediaType=png,USD,277,19478,2024/08/28 04:00:04Z,2024/11/06 01:59:00Z,Voter Formation Project,"712 H St NE PMB 41,Washington,20002,US",,Voter Formation Project,,,,,,18+,united states,Arizona,"Alabama,Alaska,Arkansas,California,Colorado,Wyoming,Wisconsin,West Virginia,Washington,Virginia,Vermont,Utah,Texas,Tennessee,South Dakota,South Carolina,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island",,,,,,,,,,,,,,en,,,,web_view_url:https://mobilize.voterformationproject.org?utm_source=snap&utm_brand=vfp&utm_medium=paid-cnv&utm_campaign=24mb-go-p1-ced&utm_term=az-l-en-v&utm_content=VFPMMZ7F5CU,6591,LET'S CHOOSE DECISION MAKERS THAT FIGHT FOR OUR FAMILIES TO WIN the VOTER FORMATION project LET'S CHOOSE DECISION MAKERS THAT FIGHT FOR OUR FAMILIES TO WIN Vote November 5 LET'S CHOOSE DECISION MAKERS THAT FIGHT FOR OUR FAMILIES TO WIN PAID FOR BY VOTER FORMATION PROJECT
2024,0ffb07d03566179826057282795d0ec0cbda0cea3a1c3b1b21fc04b0c1f93c09,https://www.snap.com/political-ads/asset/f4cce8bf9940a7dcb7d351bdb42df2aceac65e9c4c7a680d1a4ea0e45832fc21?mediaType=png;https://www.snap.com/political-ads/asset/08f5dd030df245febc8389c57e0cf74ba8dd61d56e6f7d309008d102b740d6c4?mediaType=png;https://www.snap.com/political-ads/asset/a39211aeaf1059f1d6b51b7be33a3f6d8a0bf42e02c4b92274b2bfc6346ce1e5?mediaType=png,USD,0,9,2024/09/24 04:00:43Z,2024/10/22 03:59:43Z,Voter Formation Project,"712 H St NE PMB 41,Washington,20002,US",,Voter Formation Project,,,,,,18+,united states,Pennsylvania,"Alaska,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Kentucky,Iowa,Kansas,Louisiana,Maine,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Montana,Rhode Island,Missouri,Mississippi,Minnesota,Michigan,Massachusetts,Tennessee,South Dakota,South Carolina,Utah,Virginia,Washington,West Virginia,Vermont,Wisconsin,Wyoming,Maryland,Arizona,Alabama,Texas",,,,,,,,,,,,,,en,,,,,7780,
2025,a39daf2a428cdc7125b547e7d910b7155e862b9bd9295e1c5bc612ed6f7b7986,https://www.snap.com/political-ads/asset/5f981ccb4e09a5f958f4ece9443a1fe36c89617d0f10754c950eedab57ec4aba?mediaType=png,USD,7,1377,2025/05/31 03:50:46Z,,Syrian American Medical Society,"1012 14th Street, NW Ste 910,Washington ,20005,US",,Syrian American Medical Society,,,,,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://sams-usa.net/dhul-hijjah-2025/?utm_source=snapchat&adid={{ad.id}},8666,SAMS Support Cancer Care in Syria with SAMS DONATE NOW
2022,c7f3ef806d223aa81f1ccae91de8b61a66b2b10f5754a5796856034860764435,https://www.snap.com/political-ads/asset/45e37f9c7f000a57ffb1af877a8f3971ef93d2da1ce019afc330e217b0c4f1eb?mediaType=png,USD,1311,411695,2022/11/01 01:00:35Z,2022/11/09 04:59:00Z,Precision [TEST],"1121 14th Street NW Suite 700,Washington,20005,US",,NAACP,,,,,,18+,united states,Pennsylvania,,,,,,,,,,,,,,,,,,,web_view_url:https://naacp.org/campaigns/power-your-vote?utm_source=ad&utm_medium=digital&utm_campaign=TogetherPowerVote&utm_content=Power-PA,5744,"TOGETHER . POWER . VOTE ! Pennsylvania We have the power . VOTE NOVEMBER 8TH ROTECT MERR CANCEL BLATIVIST CANC STUDE CP CAN STU DE NCEL NCEL PROTECT OTING RIGHTS ROTECT NAACP ATING CANCE STUDEN CANCEL EC STUDENT .. CANCEL CANCEL CANCEL STU STUDENT DEBT NAACP D CANCEL ET'S GET IN TROUB TE NAAC PROTECT VOTING RIGHTS Vouch Are Done Dyi HLAG Find your polling place Paid for by NAACP Empowerment Programs , Inc"
2024,5b181282f1d3d2a907f7cb98f9196bc127d3413a8171c6b604751aed27f65f0c,https://www.snap.com/political-ads/asset/0af5161cc24080d58d2b2fb2e9718f285448276e1466dbcc3ca22ab0a3b8911d?mediaType=png,USD,115,8694,2024/06/25 16:55:44Z,2024/07/18 04:59:59Z,"Middle Seat Consulting, LLC","Po Box 21600,Washington,20009,US",,Forward Montana,,,,,,18-35,united states,Montana,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.everyaction.com/zHy5H_o6u0uO64xGnNxNpg2?source=ads_ms_FMT_20240625-EA-SC-PTV-Issues_ntgt-MT-1835-MF_a035-FMT-apartm-stat-1200x692-rent,7591,RENT [ TOO HIGH ? PLEDGE TO VOTE Make your voice heard PAID FOR BY FORWARD MT
2021,bd3e00a1ec4551d800445b0d12b9302761fea7937e0b46c75ed7f9ba1c0d73ec,https://www.snap.com/political-ads/asset/f6089afb1fc1ea1c88f3a90575a6d00524948af1f1bda521e3be7d87ed7a7507?mediaType=png,USD,525,31992,2021/10/12 21:21:43Z,2021/11/06 03:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,Human Rights Campaign Foundation,,,,,,18-30,united states,,,,,latitude 33.9534;longitude -117.3962;radius 10.0,,,,,,,,,,Provided by Advertiser,"en,es",,,,web_view_url:https://mybodymyhealth.org/?utm_medium=ads&utm_source=snap&utm_content={{ad.id}}&utm_campaign=HIVGrant-Riverside,4048,"Sex , Health and Being Latinx . Know the Facts . FIND TREATMENT OPTIONS MY BODY MY HEALTH HUMAN RIGHTS CAMPAIGN FOUNDATION TRUEVOLUTION 1 : ORGANIZE EDUCATE MOBILIZE"
2025,e68bff8093e75cd182f65aad44f0c7ad0fbc281d453656335bdfbd5dcd123826,https://www.snap.com/political-ads/asset/ac133e47300ea6cc017b86df303fd0f00944ca594bf2dbfeafe5c1c4f18d84ff?mediaType=png,USD,32,1045,2025/12/05 04:21:05Z,,Helping Hand USA,US,,Helping Hand USA Self Service,,,,,,18+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://kind-r.hhrd.org/?_gl=1%2A1i37kkz%2A_gcl_au%2AOTM2MTg3MTcxLjE3NjI3NzExODg.?utm_source=Paid+Social&utm_medium=Snapchat,8687,7417 CHAND HUMANITY HELPING HAND FOR RELIEF AND DEVELOPMENT KARACHI INSTITUTE OF NEUROLOGICAL DISEASES KIND - R HOSPITAL POLICATION A PROJECT OF HELPING HAND FOR RELIEF AND DEVELOPMENT Pakistan Needs Neurological Care That's Why Kind - R Hospital Exists Make a Tax - Deductible Donation
2021,8d410010d870041a95544496e0d476aed96f477055823c9da3c5acca3e48e6dc,https://www.snap.com/political-ads/asset/60d9b2bacd20f9bed965effe5e151cdf63aa19953b5198ed5de1d10bef704b8b?mediaType=png,USD,217,22007,2021/07/09 21:57:01Z,,Chong and Koster,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",,CSSJ,,,,,,18+,united states,"Arizona,California,Florida,Georgia,Illinois,Michigan,New York,Ohio,Pennsylvania,Texas",,,,,,,,,,,,,,Provided by Advertiser,,"Household Income ($1,000-$24,999),Household Income ($25,000-$49,999)",,,web_view_url:https://actionnetwork.org/forms/add-your-name-crime-survivors-deserve-trauma-recovery-services?petition=healing&source=CK-CSSJ-HEAL-A1-SC-SCLP-K10-LHHI-BO-18p-P13_H2,3735,EAS IVI ! FIRS CALFORNIA MITTEE THE SOUTE CASE FIT Support Trauma Recovery Services For Crime Survivors
2025,9207a89aa642b16764f8432b8f276a972b123ff6e6d8bfd423ce4d9540b38bc7,https://www.snap.com/political-ads/asset/5b7cb88a308df36f4f7f625cadf91a25171e2539fe74006f67c88640b21476d4?mediaType=png,USD,931,29860,2025/08/20 10:33:01Z,,Zakat Foundation of America,US,,Zakat Foundation of America,,,,,,20+,united states,,,,,,,,,,,,,Philanthropists,,Provided by Advertiser,,,,,web_view_url:https://www.zakat.org/our-work/food-security?utm_source=snapchat&utm_medium=paid-social&utm_campaign=WHD_Food-Security,8195,F ZAKAT FOUNDATION of AMERICA When Headlines Fade Hunger Doesn't Send Food Packages Today
2025,6601631c47063c93af920e69b1cf505cbe96414fda1ec0d63731bf9b7513caa2,https://www.snap.com/political-ads/asset/75111446152551c88851897294ccc7129150e62074d4e73a110d80ae90769f7d?mediaType=png,USD,269,11222,2025/06/01 05:00:00Z,2025/07/01 03:59:59Z,Precision Reach,US,Invest In Our Land,"Invest In Our Lands, LLC",,,,,,,united states,Pennsylvania,,,,,,,,,,,,,,,,,,,web_view_url:https://investinourland.org/?utm_source=Snapchat&utm_medium=Programmatic&utm_campaign=IIOL&utm_content=PA%20Food%20Supply%20Quote,8324,"66 This funding helps ensure our domestic food supply . "" PAID FOR BY INVEST IN OUR LAND TY GRAHAM G & G Farms Tuckerman , AR"
2020,a5330751c7c391382dd0978cd477f8e82b620bb779a0428c93e03d81e396e7d3,https://www.snap.com/political-ads/asset/165f27dacdfdc4ee8f6e55d789ca678b824d82a20ccb0a1f81d4cec48153bc69?mediaType=png,USD,250,90023,2020/10/04 04:01:00Z,2020/10/05 03:59:59Z,Chong and Koster,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18-45,united states,Florida,,,,,,,,,,,,,,,,,,,web_view_url:https://register.vote.org/?partner=243304&campaign=CK-VPC-OVR20-SC-VDO.C06-FL-LALPIXEL-BO-18.45p-C01_T01_D00_P01,2095,Hey Florida ! VOTER REGISTRATION DEADLINE TOMORROW
2020,8da737f5655010016fea9a3af1c4d90856a41db0495ab1ea5dc9a19a80b525f3,https://www.snap.com/political-ads/asset/71b05f4bee61b3192cccdd337fed2d4d630ed2854992b0cfeccaa62c37fb797c?mediaType=png,USD,99,7023,2020/10/21 22:33:01Z,2020/11/03 23:59:59Z,Chong and Koster,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18+,united states,"Minnesota,Wisconsin,Iowa",,,,,,,,,,,,,,,,,,,web_view_url:https://www.voterparticipation.org/dropbox-locations/?utm_source=BC20&utm_medium=snapchat&utm_campaign=CK-VPC-BC20-SC-VPC.B01-MN-MNML-C01_T01_D00_P09,909,DROP OFF YOUR BALLOT ☆☆☆ VOTER PARTICIPATION CENTER
2021,d6efd9595da522c904dd029f33e19d501720f062e3777b7698d2bfae3becd29b,https://www.snap.com/political-ads/asset/104e321849ebeaaed05f6511ecc681d52fc1bfc817db373de8194e0e5f570bea?mediaType=png,USD,156,25330,2021/02/17 21:17:09Z,2021/04/16 03:41:13Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,American Civil Liberties Union,,,,,,26-34,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://action.aclu.org/signup/pm-support-marijuana-legalization?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-marijuana-reengaged26-34_equitable_01082021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-marijuana-reengaged26-34_equitable_01082021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-marijuana-reengaged26-34_equitable_01082021,4402,SUPPORT EQUITABLE MARIJUANA LEGALIZATION ADD YOUR NAME
2024,c83c7fb869682a62475e47e20ab95bc6bea537ce62aea32506fb970aa1bc7e3a,https://www.snap.com/political-ads/asset/6cc0d2c8ddd1b989ea481b47b4007c8f7a120e726ae9ffd7daa85fba7917bc7c?mediaType=png,USD,89,1650,2024/08/21 05:52:54Z,,NGO,"17300 w 10 mile rd,southfield,48075,US",,Life for Relief and Development,,,,,,22+,united states,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://life.givecloud.co/sudan-emergency?utm_source=snapchat&adid={{ad.id}},6913,"Life WHERE THERE IS LIFE .... THERE IS HOPE More Than 10,000,000 People Are Displaced in Sudan Help Them Now f X لايف للإغاثة والتنمية Life 36 YEARS OF S HUMANTING EMERGENCY RELIEF DISTRIBUTION SUDAN 2023 WWW.LIFEUSA.ORG 1-800-827-3543"
